@relation 'gamma_training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R23-26-weka.filters.unsupervised.attribute.AddExpression-E(a7+a9+a11+a13)/4-NmeanGhostx-weka.filters.unsupervised.attribute.AddExpression-E(a8+a10+a12+a14)/4-NmeanGhosty-weka.filters.unsupervised.attribute.AddExpression-E(a15+a16+a17+a18)/4-NmeanDist-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Remove-R15-25'

@attribute PacX numeric
@attribute PacY numeric
@attribute LegalNorth {1,0}
@attribute LegalSouth {1,0}
@attribute LegalEast {1,0}
@attribute LegalWest {1,0}
@attribute Gosth1x numeric
@attribute Gosth1y numeric
@attribute Gosth2x numeric
@attribute Gosth2y numeric
@attribute Gosth3x numeric
@attribute Gosth3y numeric
@attribute Gosth4x numeric
@attribute Gosth4y numeric
@attribute Direction {North,South,East,West,Stop}

@data
15,1,1,0,1,0,1,3,9,3,10,8,13,4,North
15,2,1,1,0,0,1,3,10,3,10,9,13,4,East
15,3,1,1,1,0,1,4,11,3,10,10,13,3,North
16,3,1,0,0,1,1,4,10,3,9,10,12,3,South
16,4,1,1,0,1,1,3,11,3,9,10,12,3,Stop
16,3,1,0,0,1,1,2,10,3,9,10,13,3,North
16,3,1,0,0,1,1,3,10,3,9,11,12,3,West
16,4,1,1,0,1,1,4,9,3,9,10,13,3,Stop
15,4,1,1,1,0,1,4,10,3,9,11,12,3,East
15,4,1,1,1,0,1,3,11,3,10,11,13,3,North
16,4,1,1,0,1,1,3,12,3,10,10,13,4,North
16,5,1,1,0,1,1,4,12,3,9,10,13,4,North
16,6,1,1,0,1,1,4,11,3,10,10,13,4,North
16,7,1,1,1,1,1,5,12,3,10,10,13,3,South
16,8,1,1,0,0,1,4,13,3,10,11,13,4,South
16,7,1,1,1,1,1,4,12,3,9,11,13,3,West
16,6,1,1,0,1,1,4,12,3,9,10,13,2,North
15,6,1,1,1,0,1,3,12,3,9,11,13,1,Stop
15,7,0,1,1,0,1,3,13,3,10,11,12,1,South
15,7,0,1,1,0,1,3,13,3,10,11,13,1,South
15,6,1,1,1,0,1,3,13,2,10,11,12,1,East
15,5,1,1,1,0,1,4,13,2,11,11,12,1,North
16,5,1,1,0,1,1,5,13,1,12,11,13,1,North
16,6,1,1,0,1,1,6,12,1,11,11,13,2,East
16,7,1,1,1,1,1,6,13,1,11,11,13,3,West
17,7,0,0,1,1,1,6,13,2,10,11,13,3,North
16,7,1,1,1,1,1,6,13,1,10,10,13,4,North
16,8,1,1,0,0,1,7,13,1,9,10,13,5,West
16,9,0,1,0,1,1,7,13,2,9,11,13,5,West
15,9,1,0,1,1,1,6,13,2,10,11,13,4,West
14,9,0,0,1,1,1,6,13,3,10,10,13,5,South
13,9,1,1,1,1,1,5,13,4,10,10,13,4,South
13,8,1,1,0,0,1,4,13,5,9,10,13,3,South
13,7,1,1,0,0,1,3,13,6,10,10,13,2,South
13,6,1,1,0,0,1,2,2,1,9,10,13,1,South
13,5,1,1,0,0,1,1,1,1,9,11,13,2,South
13,4,1,1,0,0,1,1,2,1,10,11,13,3,West
13,3,1,1,0,1,1,1,1,1,10,11,12,3,West
12,3,0,0,1,1,1,1,2,1,9,11,11,3,West
11,3,0,0,1,1,1,1,3,1,9,11,7,1,West
10,3,0,0,1,1,1,1,4,1,9,11,7,1,West
9,3,0,0,1,1,1,2,4,2,10,11,7,1,West
8,3,1,0,1,1,1,2,4,3,10,11,6,1,West
7,3,0,0,1,1,1,3,3,3,10,11,6,2,North
6,3,1,1,1,1,1,3,3,4,11,11,6,1,North
6,4,1,1,0,1,1,4,3,5,10,11,7,1,North
6,5,1,1,0,1,1,5,3,4,10,10,7,1,North
6,6,1,1,0,1,1,4,3,4,10,9,8,1,West
6,7,1,1,1,1,1,3,4,4,10,8,8,1,West
5,7,0,1,1,1,1,3,3,4,10,8,7,1,West
4,7,0,1,1,1,1,3,3,4,10,7,7,1,West
3,7,1,1,1,1,1,4,3,5,9,7,8,1,West
2,7,0,0,1,1,1,5,4,5,9,8,9,1,South
1,7,1,1,1,0,1,4,5,5,9,7,10,1,South
1,6,1,1,0,0,1,5,4,5,8,7,9,1,South
1,5,1,1,0,0,2,1,3,5,9,7,10,1,South
1,4,1,1,0,0,2,1,3,4,9,8,11,1,South
1,3,1,1,0,0,2,1,3,3,10,8,11,1,South
1,2,1,1,0,0,3,1,4,3,10,7,10,1,East
1,1,1,0,1,0,2,1,5,3,10,8,11,1,East
2,1,0,0,1,1,1,1,4,3,10,7,12,1,East
3,1,0,0,1,1,2,1,4,3,11,7,11,1,North
4,1,1,0,0,1,3,1,3,3,10,7,11,1,North
4,2,1,1,0,0,3,1,3,4,9,7,12,1,West
4,3,1,1,1,1,4,1,3,3,10,7,11,1,North
3,3,1,0,1,0,4,1,2,1,10,8,12,1,North
3,4,1,1,1,0,3,1,1,1,9,8,13,1,North
3,5,1,1,1,0,2,1,1,2,10,8,12,1,East
3,6,1,1,1,0,2,1,1,1,9,8,13,1,East
4,6,1,1,1,1,2,1,2,1,9,9,13,1,East
5,6,1,1,1,1,2,1,3,1,10,9,13,2,Stop
6,6,1,1,0,1,1,1,3,1,10,9,13,1,Stop
6,6,1,1,0,1,2,1,3,1,10,9,12,1,Stop
6,6,1,1,0,1,3,1,4,1,10,10,12,1,North
6,6,1,1,0,1,3,1,4,1,10,11,11,1,East
6,7,1,1,1,1,4,1,4,2,11,11,11,1,East
7,7,0,0,1,1,4,2,4,3,10,11,11,1,East
8,7,0,0,1,1,4,3,4,4,10,11,10,1,North
9,7,1,0,1,1,3,3,5,4,9,11,10,1,North
9,8,1,1,1,0,3,3,5,5,9,10,9,1,North
9,9,1,1,1,0,3,4,6,5,9,11,8,1,North
9,1,0,0,1,1,8,7,9,7,10,7,11,7,Stop
9,1,0,0,1,1,8,7,10,7,10,8,11,7,Stop
9,1,0,0,1,1,9,7,10,8,10,9,10,7,Stop
9,1,0,0,1,1,9,7,9,8,10,9,11,7,Stop
9,1,0,0,1,1,9,8,10,8,10,10,11,7,West
9,1,0,0,1,1,9,8,9,8,10,10,11,7,West
8,1,0,0,1,1,9,9,10,8,10,9,10,7,West
7,1,0,0,1,1,10,9,9,8,9,9,10,7,North
6,1,1,0,1,0,9,9,10,8,9,10,9,7,North
6,2,1,1,0,0,9,8,10,9,9,11,9,8,North
6,3,1,1,1,1,9,7,10,8,8,11,9,7,North
6,4,1,1,0,1,10,7,10,8,8,11,8,7,North
6,5,1,1,0,1,10,7,10,8,8,11,7,7,North
6,6,1,1,0,1,10,8,10,7,7,11,7,7,East
6,7,1,1,1,1,10,7,9,7,6,11,7,7,East
7,7,0,0,1,1,9,7,9,8,6,11,7,1,East
8,7,0,0,1,1,9,7,9,9,6,11,6,1,North
9,7,1,0,1,1,1,2,10,9,6,11,6,1,North
9,8,1,1,1,0,1,3,10,8,6,11,6,1,North
9,9,1,1,1,0,1,3,10,7,6,11,7,1,North
9,10,1,1,1,0,1,3,10,7,6,10,8,1,East
9,11,0,1,1,1,1,4,11,7,6,11,8,1,South
10,11,0,1,1,1,1,3,11,7,7,11,7,1,South
10,10,1,1,0,1,1,4,10,7,7,11,8,1,South
10,9,1,1,0,1,1,3,10,7,7,11,7,1,South
10,8,1,1,0,1,1,3,10,7,8,11,8,1,North
10,7,1,0,1,1,1,4,4,1,9,11,7,1,North
10,8,1,1,0,1,1,3,3,1,9,10,7,1,North
10,9,1,1,0,1,1,3,2,1,9,10,6,1,West
10,10,1,1,0,1,1,2,3,1,9,11,6,2,Stop
9,10,1,1,1,0,1,3,4,1,9,11,6,1,North
9,1,0,0,1,1,8,7,9,7,10,7,11,7,Stop
9,1,0,0,1,1,9,7,8,7,10,8,11,7,Stop
9,1,0,0,1,1,10,7,8,7,10,9,10,7,Stop
9,1,0,0,1,1,11,7,9,7,9,9,10,7,Stop
9,1,0,0,1,1,10,7,8,7,9,8,11,7,Stop
9,1,0,0,1,1,10,7,7,7,10,8,10,7,Stop
9,1,0,0,1,1,10,8,6,7,9,8,9,7,West
9,1,0,0,1,1,9,8,6,8,10,8,9,7,West
8,1,0,0,1,1,9,9,6,9,10,8,9,8,West
7,1,0,0,1,1,9,9,6,9,10,7,9,7,North
6,1,1,0,1,0,10,9,5,9,10,7,9,8,North
6,2,1,1,0,0,10,9,4,9,9,7,10,8,West
6,3,1,1,1,1,10,10,5,9,9,7,10,8,North
5,3,1,0,1,1,10,9,5,9,8,7,10,7,North
5,4,1,1,1,1,10,8,4,9,8,7,10,7,West
5,5,1,1,1,1,10,8,3,9,7,7,10,8,North
4,5,1,1,1,1,10,8,4,9,7,7,10,9,North
4,6,1,1,1,1,10,8,4,9,6,7,10,9,West
4,7,0,1,1,1,9,8,4,9,7,7,10,8,North
3,7,1,1,1,1,9,9,4,9,8,7,9,8,North
3,8,1,1,0,0,9,10,4,9,9,7,9,9,East
3,9,0,1,1,0,10,10,4,10,9,7,9,10,East
4,9,1,0,1,1,9,10,4,11,9,7,9,10,East
5,9,0,0,1,1,9,11,4,10,9,7,9,11,East
6,9,1,1,1,1,10,11,4,11,8,7,8,11,West
7,9,0,0,0,1,9,11,3,11,9,7,9,11,West
6,9,1,1,1,1,9,10,3,11,9,8,9,10,West
5,9,0,0,1,1,9,11,3,11,9,8,10,10,North
4,9,1,0,1,1,8,11,4,11,10,8,9,10,North
4,10,1,1,0,0,8,11,4,11,10,7,9,9,West
4,11,0,1,0,1,7,11,4,1,11,7,10,9,West
3,11,0,0,1,1,8,11,4,1,11,7,10,10,East
2,11,0,0,1,1,8,11,4,2,10,7,10,10,East
3,11,0,0,1,1,9,11,4,3,10,7,9,10,South
4,11,0,1,0,1,9,10,4,4,11,7,9,9,South
4,10,1,1,0,0,9,9,3,4,11,7,9,8,East
4,9,1,0,1,1,9,8,3,4,10,7,10,8,East
5,9,0,0,1,1,9,7,4,4,9,7,9,8,North
6,9,1,1,1,1,10,7,4,4,10,7,9,9,North
6,10,1,1,0,0,9,7,4,3,9,7,9,9,East
6,11,0,1,1,0,8,7,4,2,9,8,9,10,East
7,11,0,0,1,1,9,7,4,2,9,7,10,10,East
8,11,0,0,1,1,8,7,4,3,9,8,10,11,East
9,11,0,1,1,1,9,7,4,3,9,8,10,11,South
10,11,0,1,1,1,10,7,4,3,10,8,7,1,West
10,10,1,1,0,1,10,7,4,4,9,8,8,1,Stop
9,10,1,1,1,0,11,7,3,4,9,7,7,1,South
9,10,1,1,1,0,11,7,3,3,8,7,6,1,South
9,9,1,1,1,0,10,7,3,4,9,7,7,1,South
9,8,1,1,1,0,10,8,3,3,9,7,7,1,Stop
9,7,1,0,1,1,10,9,3,4,4,1,8,1,East
9,7,1,0,1,1,10,9,3,3,4,1,7,1,North
12,10,0,0,1,1,5,6,5,12,13,6,13,12,Stop
12,10,0,0,1,1,6,6,6,12,14,6,13,12,Stop
12,10,0,0,1,1,6,5,6,12,14,5,12,12,Stop
12,10,0,0,1,1,5,5,6,12,14,6,12,12,Stop
12,10,0,0,1,1,6,5,5,12,14,6,13,12,East
12,10,0,0,1,1,5,5,5,12,14,5,13,12,East
13,10,0,1,1,1,5,6,5,12,15,5,12,12,East
14,10,0,1,1,1,5,6,6,12,16,5,13,12,South
15,10,1,1,1,1,6,6,7,12,16,6,13,12,South
15,9,1,1,1,1,6,5,8,12,17,6,12,12,South
15,8,1,1,1,1,5,5,8,13,16,6,12,12,South
15,7,1,1,1,1,5,5,8,14,17,6,11,12,South
15,6,1,1,1,1,4,5,9,14,18,6,11,12,East
15,5,1,1,1,1,4,6,9,14,18,7,12,12,East
16,5,1,1,1,1,4,5,9,13,18,8,13,12,East
17,5,1,1,1,1,4,4,9,14,18,9,12,12,North
18,5,1,1,0,1,4,3,8,14,18,10,12,12,North
18,6,1,1,0,1,4,4,8,13,17,10,11,12,North
18,7,1,1,0,1,4,3,8,13,17,9,11,12,North
18,8,1,1,0,1,4,3,8,13,17,9,11,12,West
18,9,1,1,0,1,4,3,9,13,17,9,11,12,North
17,9,1,1,1,1,3,3,8,13,5,1,11,12,North
17,10,1,1,1,1,4,3,8,14,5,1,10,12,North
17,11,1,1,1,1,4,4,8,14,5,1,9,12,North
17,12,1,1,1,1,3,4,8,14,5,1,9,13,North
17,13,1,1,1,1,3,5,8,13,5,1,8,13,West
17,14,0,1,1,1,3,4,8,14,5,1,8,14,West
16,14,0,1,1,1,3,4,8,13,5,1,8,13,West
15,14,0,1,1,1,2,4,9,13,5,1,8,12,West
14,14,0,0,1,1,3,4,9,12,5,1,9,12,West
13,14,0,0,1,1,3,3,10,12,5,1,9,12,West
12,14,0,0,1,1,3,3,9,12,5,1,9,12,West
11,14,0,0,1,1,4,3,8,12,5,1,10,12,South
10,14,0,1,1,1,4,3,8,13,5,1,11,12,South
10,13,1,1,0,1,5,3,9,13,5,1,10,12,West
10,12,1,0,1,1,5,3,9,13,5,1,7,1,North
9,12,1,0,1,1,4,3,10,13,5,1,7,1,North
9,13,1,1,1,1,3,3,3,1,5,1,7,1,Stop
9,14,0,1,1,1,2,3,3,1,5,1,7,1,West
9,14,0,1,1,1,2,3,3,1,5,1,7,1,West
8,14,0,1,1,1,3,3,3,1,5,1,7,1,West
7,14,0,0,1,1,2,3,3,1,5,1,7,1,West
6,14,0,0,1,1,2,3,3,1,5,1,7,1,West
5,14,0,0,1,1,1,3,3,1,5,1,7,1,West
4,14,0,0,1,1,1,3,3,1,5,1,7,1,South
3,14,0,1,1,1,1,4,3,1,5,1,7,1,South
3,13,1,1,0,1,1,4,3,1,5,1,7,1,South
3,12,1,1,0,1,1,5,3,1,5,1,7,1,South
3,11,1,1,0,1,2,5,3,1,5,1,7,1,South
3,10,1,1,1,1,3,5,3,1,5,1,7,1,East
3,9,1,1,1,1,3,4,3,1,5,1,7,1,South
4,9,1,1,1,1,4,4,3,1,5,1,7,1,West
4,8,1,1,1,1,3,4,3,1,5,1,7,1,West
3,8,1,1,1,1,3,3,3,1,5,1,7,1,West
2,8,1,1,1,1,2,3,3,1,5,1,7,1,South
1,8,1,1,1,0,3,3,3,1,5,1,7,1,South
1,7,1,1,1,0,3,4,3,1,5,1,7,1,East
1,6,1,1,1,0,3,5,3,1,5,1,7,1,East
9,1,0,0,1,1,8,7,9,7,10,7,11,7,Stop
9,1,0,0,1,1,8,7,9,7,10,7,11,7,Stop
9,1,0,0,1,1,8,7,9,7,10,7,11,7,East
9,1,0,0,1,1,8,7,9,7,10,7,11,7,East
10,1,0,0,1,1,8,7,9,7,10,7,11,7,East
11,1,0,0,1,1,8,7,9,7,10,7,11,7,East
12,1,0,0,1,1,8,7,9,7,10,7,11,7,North
13,1,1,0,0,1,8,7,9,7,10,7,11,7,North
13,2,1,1,0,0,8,7,9,7,10,7,11,7,North
13,3,1,1,0,1,8,7,9,7,10,7,11,7,North
13,4,1,1,0,0,8,7,9,7,10,7,11,7,North
13,5,1,1,0,0,8,7,9,7,10,7,11,7,North
13,6,1,1,0,0,8,7,9,7,10,7,11,7,North
13,7,1,1,0,0,8,7,9,7,10,7,11,7,North
13,8,1,1,0,0,8,7,9,7,10,7,11,7,North
13,9,1,1,1,1,8,7,9,7,10,7,11,7,North
13,10,1,1,0,0,8,7,9,7,10,7,11,7,West
13,11,0,1,0,1,8,7,9,7,10,7,11,7,West
12,11,0,0,1,1,8,7,9,7,10,7,11,7,West
11,11,0,0,1,1,8,7,9,7,10,7,11,7,South
10,11,0,1,1,1,8,7,9,7,10,7,11,7,South
10,10,1,1,0,1,8,7,9,7,10,7,11,7,South
10,9,1,1,0,1,8,7,9,7,10,7,11,7,South
9,1,0,0,1,1,8,7,9,7,10,7,11,7,West
9,1,0,0,1,1,8,7,9,7,10,7,11,7,West
8,1,0,0,1,1,8,7,9,7,10,7,11,7,West
7,1,0,0,1,1,8,7,9,7,10,7,11,7,North
6,1,1,0,1,0,8,7,9,7,10,7,11,7,North
6,2,1,1,0,0,8,7,9,7,10,7,11,7,North
6,3,1,1,1,1,8,7,9,7,10,7,11,7,North
6,4,1,1,0,1,8,7,9,7,10,7,11,7,North
6,5,1,1,0,1,8,7,9,7,10,7,11,7,North
6,6,1,1,0,1,8,7,9,7,10,7,11,7,West
6,7,1,1,1,1,8,7,9,7,10,7,11,7,West
5,7,0,1,1,1,8,7,9,7,10,7,11,7,West
4,7,0,1,1,1,8,7,9,7,10,7,11,7,East
3,7,1,1,1,1,8,7,9,7,10,7,11,7,East
4,7,0,1,1,1,8,7,9,7,10,7,11,7,East
5,7,0,1,1,1,8,7,9,7,10,7,11,7,East
6,7,1,1,1,1,8,7,9,7,10,7,11,7,East
7,7,0,0,1,1,8,7,9,7,10,7,11,7,West
8,7,0,0,1,1,1,1,9,7,10,7,11,7,West
7,7,0,0,1,1,1,1,9,7,10,7,11,7,North
6,7,1,1,1,1,1,1,9,7,10,7,11,7,North
6,8,1,1,0,0,1,1,9,7,10,7,11,7,South
6,9,1,1,1,1,1,1,9,7,10,7,11,7,South
6,8,1,1,0,0,1,1,9,7,10,7,11,7,East
6,7,1,1,1,1,1,1,9,7,10,7,11,7,East
7,7,0,0,1,1,1,1,9,7,10,7,11,7,East
8,7,0,0,1,1,1,1,9,7,10,7,11,7,East
9,1,0,0,1,1,8,7,9,7,10,7,11,7,Stop
9,1,0,0,1,1,8,7,9,7,10,7,11,7,Stop
9,1,0,0,1,1,8,7,9,7,10,7,11,7,West
9,1,0,0,1,1,8,7,9,7,10,7,11,7,West
8,1,0,0,1,1,8,7,9,7,10,7,11,7,West
7,1,0,0,1,1,8,7,9,7,10,7,11,7,North
6,1,1,0,1,0,8,7,9,7,10,7,11,7,North
6,2,1,1,0,0,8,7,9,7,10,7,11,7,North
6,3,1,1,1,1,8,7,9,7,10,7,11,7,West
6,4,1,1,0,1,8,7,9,7,10,7,11,7,West
5,4,1,1,1,1,8,7,9,7,10,7,11,7,North
4,4,1,1,1,1,8,7,9,7,10,7,11,7,North
4,5,1,1,1,1,8,7,9,7,10,7,11,7,North
4,6,1,1,1,1,8,7,9,7,10,7,11,7,East
4,7,0,1,1,1,8,7,9,7,10,7,11,7,East
5,7,0,1,1,1,8,7,9,7,10,7,11,7,West
6,7,1,1,1,1,8,7,9,7,10,7,11,7,West
5,7,0,1,1,1,8,7,9,7,10,7,11,7,East
4,7,0,1,1,1,8,7,9,7,10,7,11,7,East
5,7,0,1,1,1,8,7,9,7,10,7,11,7,East
6,7,1,1,1,1,8,7,9,7,10,7,11,7,East
7,7,0,0,1,1,8,7,9,7,10,7,11,7,West
8,7,0,0,1,1,1,1,9,7,10,7,11,7,West
7,7,0,0,1,1,1,1,9,7,10,7,11,7,West
6,7,1,1,1,1,1,1,9,7,10,7,11,7,West
5,7,0,1,1,1,1,1,9,7,10,7,11,7,West
4,7,0,1,1,1,1,1,9,7,10,7,11,7,West
3,7,1,1,1,1,1,1,9,7,10,7,11,7,West
2,7,0,0,1,1,1,1,9,7,10,7,11,7,Stop
1,7,1,1,1,0,1,1,9,7,10,7,11,7,South
1,7,1,1,1,0,1,1,9,7,10,7,11,7,South
1,6,1,1,0,0,1,1,9,7,10,7,11,7,South
1,5,1,1,0,0,1,1,9,7,10,7,11,7,South
1,4,1,1,0,0,1,1,9,7,10,7,11,7,South
1,3,1,1,0,0,1,1,9,7,10,7,11,7,South
1,2,1,1,0,0,1,1,9,7,10,7,11,7,East
1,1,1,0,1,0,1,1,9,7,10,7,11,7,East
2,1,0,0,1,1,1,1,9,7,10,7,11,7,West
3,1,0,0,1,1,1,1,9,7,10,7,11,7,West
2,1,0,0,1,1,1,1,9,7,10,7,11,7,North
1,1,1,0,1,0,1,1,9,7,10,7,11,7,North
1,2,1,1,0,0,1,1,9,7,10,7,11,7,North
1,3,1,1,0,0,1,1,9,7,10,7,11,7,North
1,4,1,1,0,0,1,1,9,7,10,7,11,7,North
1,5,1,1,0,0,1,1,9,7,10,7,11,7,North
1,6,1,1,0,0,1,1,9,7,10,7,11,7,East
1,7,1,1,1,0,1,1,9,7,10,7,11,7,East
2,7,0,0,1,1,1,1,9,7,10,7,11,7,East
3,7,1,1,1,1,1,1,9,7,10,7,11,7,East
4,7,0,1,1,1,1,1,9,7,10,7,11,7,East
5,7,0,1,1,1,1,1,9,7,10,7,11,7,East
6,7,1,1,1,1,1,1,9,7,10,7,11,7,East
7,7,0,0,1,1,1,1,9,7,10,7,11,7,East
8,7,0,0,1,1,1,1,9,7,10,7,11,7,East
12,10,0,0,1,1,5,6,5,12,13,6,13,12,Stop
12,10,0,0,1,1,4,6,6,12,13,6,13,12,East
12,10,0,0,1,1,4,7,5,12,14,6,13,12,East
13,10,0,1,1,1,3,7,6,12,15,6,12,12,East
14,10,0,1,1,1,2,7,7,12,15,6,13,12,South
15,10,1,1,1,1,2,8,8,12,15,5,12,12,South
15,9,1,1,1,1,1,8,7,12,16,5,12,12,South
15,8,1,1,1,1,2,8,8,12,16,4,11,12,South
15,7,1,1,1,1,2,9,7,12,16,5,11,12,South
15,6,1,1,1,1,2,10,8,12,15,5,10,12,East
15,5,1,1,1,1,1,10,7,12,5,1,10,12,North
16,5,1,1,1,1,2,10,6,12,5,1,9,12,North
16,6,1,1,1,1,2,9,7,12,5,1,9,12,North
16,7,1,1,1,1,3,9,8,12,5,1,9,13,North
16,8,1,1,1,1,3,10,8,12,5,1,9,14,North
16,9,1,1,1,1,3,9,9,12,5,1,8,14,North
16,10,1,1,1,1,3,10,10,12,5,1,7,14,North
16,11,1,1,1,1,4,10,9,12,5,1,8,14,North
16,12,1,1,1,1,3,10,9,12,5,1,9,14,North
16,13,1,1,1,1,3,10,10,12,5,1,8,14,West
16,14,0,1,1,1,2,10,10,13,5,1,9,14,West
15,14,0,1,1,1,2,9,10,13,5,1,9,13,West
14,14,0,0,1,1,1,9,10,13,5,1,8,13,West
13,14,0,0,1,1,2,9,9,13,5,1,8,13,West
12,14,0,0,1,1,3,9,9,12,5,1,8,12,West
11,14,0,0,1,1,3,10,8,12,5,1,9,12,South
10,14,0,1,1,1,3,11,9,12,5,1,9,12,South
10,13,1,1,0,1,3,11,10,12,5,1,9,12,West
10,12,1,0,1,1,3,10,3,1,5,1,7,1,West
9,12,1,0,1,1,4,10,3,1,5,1,7,1,North
8,12,1,0,1,1,5,10,3,1,5,1,7,1,North
8,13,1,1,1,0,5,9,3,1,5,1,7,1,West
8,14,0,1,1,1,4,9,3,1,5,1,7,1,West
7,14,0,0,1,1,4,9,3,1,5,1,7,1,West
6,14,0,0,1,1,4,10,3,1,5,1,7,1,West
5,14,0,0,1,1,5,10,3,1,5,1,7,1,West
4,14,0,0,1,1,6,10,3,1,5,1,7,1,South
3,14,0,1,1,1,7,10,3,1,5,1,7,1,South
3,13,1,1,0,1,6,10,3,1,5,1,7,1,South
3,12,1,1,0,1,5,10,3,1,5,1,7,1,South
3,11,1,1,0,1,5,10,3,1,5,1,7,1,East
12,10,0,0,1,1,5,6,5,12,13,6,13,12,Stop
12,10,0,0,1,1,5,5,6,12,14,6,13,12,Stop
12,10,0,0,1,1,5,4,6,12,14,6,13,12,Stop
12,10,0,0,1,1,5,5,7,12,14,6,12,12,West
12,10,0,0,1,1,5,5,7,12,15,6,13,12,West
11,10,0,0,1,1,5,4,6,12,16,6,13,12,West
10,10,0,0,1,1,5,3,5,12,15,6,12,12,West
9,10,0,0,1,1,4,3,6,12,15,7,11,12,West
8,10,0,0,1,1,3,3,7,12,16,7,10,12,West
7,10,0,0,1,1,3,4,7,12,15,7,9,12,West
6,10,0,0,1,1,4,4,7,12,14,7,10,12,South
5,10,0,1,1,1,5,4,6,12,14,8,10,13,West
5,9,1,1,0,1,4,4,7,12,14,9,9,13,West
4,9,1,1,1,1,3,4,6,12,15,9,10,13,South
3,9,1,1,1,1,3,4,6,12,16,9,10,13,South
3,8,1,1,1,1,3,3,5,12,17,9,10,14,South
3,7,1,1,1,1,3,3,6,12,17,8,10,13,South
3,6,1,1,1,1,2,3,6,12,16,8,10,12,South
3,5,1,1,1,1,2,4,7,12,16,9,10,13,West
3,4,1,1,1,1,2,3,7,12,16,9,9,13,West
2,4,1,1,1,1,1,3,7,12,17,9,9,14,North
1,4,1,1,1,0,1,3,8,12,16,9,10,14,South
1,5,1,1,1,0,1,3,9,12,16,8,10,14,South
1,4,1,1,1,0,1,1,8,12,16,9,11,14,East
1,3,1,0,1,0,1,1,8,13,16,10,11,14,East
2,3,1,0,1,1,1,1,8,14,16,10,12,14,East
3,3,1,0,1,1,1,1,9,14,16,9,12,14,East
4,3,1,0,1,1,1,1,8,14,16,9,11,14,East
5,3,1,0,1,1,1,1,8,14,16,9,12,14,East
6,3,1,0,1,1,1,1,8,13,16,10,11,14,East
7,3,1,0,1,1,1,1,8,14,16,10,12,14,East
8,3,1,0,1,1,1,1,7,14,16,11,11,14,East
9,3,0,0,1,1,1,1,6,14,16,11,10,14,East
10,3,1,0,1,1,1,1,5,14,17,11,11,14,North
11,3,1,0,1,1,1,1,6,14,17,12,11,14,East
11,4,1,1,1,1,1,1,7,14,17,13,12,14,East
12,4,1,1,1,1,1,1,6,14,17,12,13,14,North
13,4,1,1,1,1,1,1,6,14,17,13,13,14,North
13,5,1,1,1,1,1,1,7,14,18,13,13,14,East
13,6,0,1,1,1,1,1,6,14,18,13,12,14,North
14,6,1,1,1,1,1,1,7,14,18,14,11,14,North
14,7,1,1,1,0,1,1,8,14,18,13,11,14,East
14,8,1,1,1,1,1,1,7,14,17,13,11,14,North
15,8,1,1,1,1,1,1,7,14,17,13,11,14,North
15,9,1,1,1,1,1,1,6,14,16,13,10,14,East
15,10,1,1,1,1,1,1,6,14,16,13,9,14,East
16,10,1,1,1,1,1,1,7,14,15,13,9,14,North
17,10,1,1,1,1,1,1,6,14,16,13,8,14,North
17,11,1,1,1,1,1,1,6,14,16,14,9,14,North
17,12,1,1,1,1,1,1,7,14,15,14,8,14,North
17,13,1,1,1,1,1,1,6,14,16,14,7,14,West
17,14,0,1,1,1,1,1,5,14,15,14,6,14,West
16,14,0,1,1,1,1,1,4,14,15,13,5,14,West
15,14,0,1,1,1,1,1,5,14,5,1,5,14,West
14,14,0,0,1,1,1,1,6,14,5,1,5,14,West
13,14,0,0,1,1,1,1,7,14,5,1,4,14,West
12,14,0,0,1,1,1,1,8,14,5,1,4,14,West
11,14,0,0,1,1,1,1,9,14,5,1,3,14,South
10,14,0,1,1,1,1,1,9,13,5,1,4,14,South
10,13,1,1,0,1,1,1,9,14,5,1,5,14,East
10,12,1,0,1,1,1,1,9,14,5,1,6,14,East
11,12,0,0,1,1,1,1,9,13,5,1,7,14,East
12,12,0,0,1,1,1,1,9,13,5,1,6,14,West
13,12,0,0,0,1,1,1,10,13,5,1,6,14,West
12,12,0,0,1,1,1,1,10,12,5,1,6,14,West
11,12,0,0,1,1,1,1,10,12,5,1,5,14,West
10,12,1,0,1,1,1,1,3,1,5,1,5,14,West
9,12,1,0,1,1,1,1,3,1,5,1,4,14,West
8,12,1,0,1,1,1,1,3,1,5,1,4,14,West
7,12,0,0,1,1,1,1,3,1,5,1,3,14,West
6,12,0,0,1,1,1,1,3,1,5,1,4,14,East
5,12,0,0,1,0,1,1,3,1,5,1,5,14,East
6,12,0,0,1,1,1,1,3,1,5,1,6,14,East
